ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
000001,2022-07-01,2024-07-29,13.1446,9.8006,25300,505,760,time_exit,-0.254398,-84906.13,-0.13150009549897956
601919,2022-10-10,2023-04-19,7.4484,9.2354,44700,131,192,target_hit,0.239918,79235.03,0.5050267793948648
600036,2022-11-01,2022-12-01,24.2335,32.0706,13700,23,31,state_reject,0.323399,106689.74,26.090172858964024
