ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
601333,2020-02-03,2022-02-28,2.4718,2.3314,134800,505,757,time_exit,-0.056811,-19444.53,-0.027807068471259022
600284,2020-03-02,2021-02-03,5.4294,4.6877,61300,229,339,floor_stop,-0.136614,-45947.55,-0.14628617141727418
600658,2021-09-01,2023-02-01,4.5492,5.2488,73200,340,519,state_reject,0.153796,50607.4,0.105843943453368
