round_id,tickers,round_final_value,avg_stock_cagr,portfolio_cagr,max_drawdown,win_rate,used_cash_ratio,target_hit_rate,floor_stop_rate,max_loss_stop_rate,exit_reason_counts,candidate_diagnostics,anomalies
1,"[""600090"", ""600393"", ""000926""]",897965.43,-0.1817955272938385,-0.01777736916673156,-0.23824688017480888,0.0,0.7229548648670443,0.0,0.0,0.3333333333333333,"{""max_loss_stop"": 1, ""state_reject"": 1, ""time_exit"": 1}","[{""ticker"": ""600090"", ""underwrite_score"": 84.01, ""realization_score"": 65.62, ""floor_price"": 4.17, ""recognition_price"": 6.12, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""ignition""}, {""ticker"": ""600393"", ""underwrite_score"": 76.03, ""realization_score"": 82.03, ""floor_price"": 1.8, ""recognition_price"": 2.64, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""trend""}, {""ticker"": ""000926"", ""underwrite_score"": 85.85, ""realization_score"": 68.08, ""floor_price"": 7.47, ""recognition_price"": 10.96, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""ignition""}]",[]
2,"[""000042"", ""000006"", ""000001""]",1154625.98,0.31140268123551973,0.024252157759299786,-0.26344530271183264,0.3333333333333333,1.1574139059941824,0.3333333333333333,0.0,0.3333333333333333,"{""state_reject"": 1, ""target_hit"": 1, ""max_loss_stop"": 1}","[{""ticker"": ""000042"", ""underwrite_score"": 87.22, ""realization_score"": 68.04, ""floor_price"": 11.01, ""recognition_price"": 16.15, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""ignition""}, {""ticker"": ""000006"", ""underwrite_score"": 77.72, ""realization_score"": 80.38, ""floor_price"": 4.89, ""recognition_price"": 7.17, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""trend""}, {""ticker"": ""000001"", ""underwrite_score"": 85.72, ""realization_score"": 65.63, ""floor_price"": 16.5, ""recognition_price"": 24.2, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""trend""}]",[]
3,"[""600297"", ""000002"", ""600637""]",908531.57,-0.2875940457907212,-0.01586048360590553,-0.2046877164155948,0.3333333333333333,0.6918663206437936,0.0,0.0,0.6666666666666666,"{""max_loss_stop"": 2, ""end_of_data"": 1}","[{""ticker"": ""600297"", ""underwrite_score"": 78.81, ""realization_score"": 70.08, ""floor_price"": 4.71, ""recognition_price"": 6.91, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""trend""}, {""ticker"": ""000002"", ""underwrite_score"": 77.18, ""realization_score"": 65.33, ""floor_price"": 17.75, ""recognition_price"": 26.03, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""trend""}, {""ticker"": ""600637"", ""underwrite_score"": 79.06, ""realization_score"": 65.32, ""floor_price"": 7.39, ""recognition_price"": 10.83, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""ignition""}]",[]
4,"[""600859"", ""600705"", ""600048""]",982322.06,-0.10405678290290847,-0.0029682628137333023,-0.20452701550339802,0.6666666666666666,1.0579018973573906,0.0,0.0,0.3333333333333333,"{""end_of_data"": 2, ""max_loss_stop"": 1}","[{""ticker"": ""600859"", ""underwrite_score"": 83.11, ""realization_score"": 65.97, ""floor_price"": 15.38, ""recognition_price"": 22.55, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""ignition""}, {""ticker"": ""600705"", ""underwrite_score"": 80.39, ""realization_score"": 67.3, ""floor_price"": 4.05, ""recognition_price"": 5.94, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""trend""}, {""ticker"": ""600048"", ""underwrite_score"": 91.22, ""realization_score"": 66.49, ""floor_price"": 14.32, ""recognition_price"": 21.0, ""vcrf_state"": ""ATTACK"", ""position_state"": ""attack"", ""primary_type"": ""compounder"", ""flow_stage"": ""ignition""}]",[]
