ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600090,2020-08-03,2020-12-17,1.8008,1.4399,185100,93,137,max_loss_stop,-0.2004,-67251.19,-0.44889999650500734
600393,2021-06-01,2022-02-07,1.4407,1.3693,231300,166,252,state_reject,-0.049562,-17034.19,-0.07098115558203288
000926,2022-01-04,2024-01-30,3.0001,2.8436,111100,505,757,time_exit,-0.052174,-17749.19,-0.02550542979447523
