ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600705,2024-02-01,2024-06-03,3.2864,2.6278,101400,77,124,max_loss_stop,-0.2004,-67101.3,-0.4822723684475071
600859,2024-02-01,2024-12-31,13.6294,15.4023,24400,221,335,end_of_data,0.130078,42851.05,0.1425220275533774
600048,2024-05-06,2024-12-31,8.6986,8.8556,38300,165,240,end_of_data,0.01805,5635.5,0.0275799921854043
