ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
000042,2022-02-07,2023-09-01,7.9051,7.4763,42100,386,572,state_reject,-0.054252,-18413.42,-0.03496717666021831
000006,2022-05-05,2022-12-05,4.1578,7.1664,80100,146,215,target_hit,0.723611,240135.48,1.5199781363958351
000001,2022-07-01,2022-10-10,13.1446,10.5104,25300,66,102,max_loss_stop,-0.2004,-67096.08,-0.5508029160290575
