ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600297,2022-07-01,2022-10-25,2.6013,2.08,128100,77,117,max_loss_stop,-0.2004,-67230.94,-0.5022671595438861
000002,2022-12-01,2023-04-25,17.4809,13.9778,19000,97,146,max_loss_stop,-0.2004,-67011.3,-0.42828187120705863
600637,2023-03-01,2024-12-31,6.8741,7.7561,48400,449,672,end_of_data,0.128309,42281.95,0.06776689337878117
