ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600658,2021-10-08,2023-02-01,4.1931,5.2488,79400,320,482,state_reject,0.25176,83170.72,0.18535630049262908
000001,2022-07-01,2022-10-10,13.1446,10.5104,25300,66,102,max_loss_stop,-0.2004,-67096.08,-0.5508029160290575
601919,2022-10-10,2023-04-19,7.4484,9.2354,44700,131,192,target_hit,0.239918,79235.03,0.5050267793948648
