ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600705,2024-04-01,2024-06-04,3.0175,2.4128,110400,42,65,max_loss_stop,-0.2004,-67079.64,-0.7151650130455238
000042,2024-05-06,2024-07-11,4.5823,3.664,72700,48,67,max_loss_stop,-0.2004,-67078.78,-0.7042844721541041
000926,2024-08-01,2024-12-31,2.2211,2.5487,150000,103,153,end_of_data,0.147501,48729.3,0.3885061105117691
