ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600090,2021-03-01,2021-05-06,1.6708,1.2894,199500,45,67,state_reject,-0.228317,-76545.56,-0.7563343834296292
600393,2021-06-01,2022-02-07,1.4407,1.3693,231300,166,252,state_reject,-0.049562,-17034.19,-0.07098115558203288
000006,2022-05-05,2022-12-05,4.1578,7.1664,80100,146,215,target_hit,0.723611,240135.48,1.5199781363958351
