ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600297,2022-07-01,2022-10-25,2.6013,2.08,128100,77,117,max_loss_stop,-0.2004,-67230.94,-0.5022671595438861
000002,2023-09-01,2023-11-03,13.8869,11.104,24000,40,64,max_loss_stop,-0.2004,-67109.81,-0.7206997306670229
000001,2024-02-01,2024-12-31,8.599,11.6942,38700,221,335,end_of_data,0.359939,119311.66,0.39790128083808796
