round_id,tickers,round_final_value,avg_stock_cagr,portfolio_cagr,max_drawdown,win_rate,used_cash_ratio,target_hit_rate,floor_stop_rate,anomalies
1,"['600019', '600328', '600348']",1046803.55,1872432209130828.2,0.02316627876652455,0.0,1.0,0.0,0.0,1.0,[]
