ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
600036,2022-11-01,2022-12-01,24.2335,32.0706,13700,23,31,state_reject,0.323399,106689.74,26.090172858964024
1,2024-02-01,2024-12-31,8.599,11.6942,38700,221,335,end_of_data,0.359939,119311.66,0.39790128083808796
688068,2024-11-01,2024-11-01,32.026,31.7041,10400,1,1,floor_stop,-0.01005,-3717.72,-0.9749491974474137
