round_id,tickers,round_final_value,avg_stock_cagr,portfolio_cagr,max_drawdown,win_rate,used_cash_ratio,target_hit_rate,floor_stop_rate,anomalies
1,"['600036', '1', '688068']",1222876.65,8.504374980784899,0.03410294612427256,-0.04663850789279722,0.6666666666666666,0.48778701218696235,0.0,0.3333333333333333,[]
