ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
601919,2022-10-10,2023-04-19,7.4484,9.2354,44700,131,192,target_hit,0.239918,79235.03,0.5050267793948648
600036,2022-11-01,2022-12-01,24.2335,32.0706,13700,23,31,state_reject,0.323399,106689.74,26.090172858964024
688068,2024-09-02,2024-11-20,25.8129,45.7371,12900,51,80,target_hit,0.771871,256441.31,12.597875791130571
