round_id,tickers,round_final_value,avg_stock_cagr,portfolio_cagr,max_drawdown,win_rate,used_cash_ratio,target_hit_rate,floor_stop_rate,anomalies
1,"['601333', '600658', '000001']",951018.97,-0.0054816358967694585,-0.00833527884735652,-0.24192856988300215,0.3333333333333333,0.9628628736168661,0.0,0.0,[]
2,"['601919', '600036', '688068']",1442366.08,13.064358476496487,0.06294938116472681,-0.06679305374665001,1.0,0.804686499894934,0.6666666666666666,0.0,[]
