ticker,entry_date,exit_date,entry_price,exit_price,shares,hold_bars,hold_days,exit_reason,gross_return,net_pnl,annualized_return
601333,2020-08-03,2022-08-29,2.3473,2.0179,142000,505,757,time_exit,-0.140308,-47245.62,-0.07030111268395789
600658,2021-10-08,2023-02-01,4.1931,5.2488,79400,320,482,state_reject,0.25176,83170.72,0.18535630049262908
000001,2022-07-01,2024-07-29,13.1446,9.8006,25300,505,760,time_exit,-0.254398,-84906.13,-0.13150009549897956
